shipment_id,origin_city,origin_state,origin_latitude,origin_longitude,destination_city,destination_state,destination_latitude,destination_longitude,distance_miles,estimated_travel_time_hours,weight_lbs,volume_cu_ft,driver_id,fuel_cost_usd,toll_cost_usd
SHP05681,Denver,CO,39.739235,-104.990251,Orlando,FL,28.538336,-81.379234,1745.09,36.49,8750,3655,DRV124,1321.03,36.05
SHP05682,Long Beach,CA,33.77005,-118.193739,Albuquerque,NM,35.084385,-106.650422,718.78,15.97,6455,3472,DRV179,521.57,28.13
SHP05683,Los Angeles,CA,34.052235,-118.243683,Denver,CO,39.739235,-104.990251,939.99,22.1,39862,1826,DRV195,644.69,46.73
SHP05684,Albuquerque,NM,35.084385,-106.650422,San Jose,CA,37.338208,-121.886329,942.31,20.02,66696,184,DRV029,674.18,25.86
SHP05685,San Jose,CA,37.338208,-121.886329,Detroit,MI,42.331429,-83.045753,2122,49.06,48888,383,DRV143,1452.81,17.26
SHP05686,Colorado Springs,CO,38.833882,-104.821363,Seattle,WA,47.606209,-122.332071,1165.65,27.01,66712,2780,DRV167,874.8,42.29
SHP05687,Boston,MA,42.360082,-71.05888,Milwaukee,WI,43.038902,-87.906474,921.69,20.54,23917,1489,DRV180,645.72,13.17
SHP05688,Tucson,AZ,32.221743,-110.926479,Chicago,IL,41.878113,-87.629799,1613.13,35.37,7077,3973,DRV131,1043.63,15.5
SHP05689,Baltimore,MD,39.290385,-76.612189,San Diego,CA,32.715736,-117.161087,2298.2,51.33,72895,2034,DRV061,1546.4,36.31
SHP05690,Virginia Beach,VA,36.852929,-75.977985,San Antonio,TX,29.424122,-98.493628,1464.03,32.59,50648,3192,DRV111,1039.96,27.35
SHP05691,Denver,CO,39.739235,-104.990251,Oklahoma City,OK,35.46756,-97.516428,557.44,12.62,49680,1694,DRV058,363.7,49
SHP05692,Charlotte,NC,35.227085,-80.843124,Miami,FL,25.761681,-80.191788,657.63,13.19,31359,1869,DRV057,467.6,34.26
SHP05693,Boston,MA,42.360082,-71.05888,Las Vegas,NV,36.169941,-115.13983,2645.46,58.58,5587,427,DRV124,1953.45,18.94
SHP05694,Long Beach,CA,33.77005,-118.193739,Orlando,FL,28.538336,-81.379234,2174.07,48.96,77582,3110,DRV186,1460.93,28.38
SHP05695,Nashville,TN,36.162664,-86.781601,San Jose,CA,37.338208,-121.886329,2094.05,42.63,24606,2207,DRV103,1405.41,49.38
SHP05696,Portland,OR,45.515232,-122.678447,Louisville,KY,38.252665,-85.758456,1937.95,44.31,36303,1238,DRV118,1475.21,42.73
SHP05697,Nashville,TN,36.162664,-86.781601,Milwaukee,WI,43.038902,-87.906474,475.55,9.77,51224,3600,DRV191,343.09,13.65
SHP05698,Houston,TX,29.760427,-95.369803,Phoenix,AZ,33.448376,-112.074037,1075.59,23.74,62854,1133,DRV104,702.62,45.53
SHP05699,Tucson,AZ,32.221743,-110.926479,Sacramento,CA,38.581572,-121.4944,769.09,16.92,5696,3243,DRV104,493.52,35.75
SHP05700,Nashville,TN,36.162664,-86.781601,San Diego,CA,32.715736,-117.161087,1862.81,38.33,31146,2532,DRV192,1222.97,24.05
SHP05701,Austin,TX,30.267153,-97.743061,San Francisco,CA,37.774929,-122.419416,1668.24,36.45,20926,3274,DRV030,1143.79,9.58
SHP05702,Virginia Beach,VA,36.852929,-75.977985,Atlanta,GA,33.748995,-84.387982,526.46,12.29,24500,793,DRV086,350.74,3.16
SHP05703,Sacramento,CA,38.581572,-121.4944,Kansas City,MO,39.099728,-94.578567,1599.51,33.53,15598,2284,DRV040,1027.91,34.41
SHP05704,Austin,TX,30.267153,-97.743061,San Jose,CA,37.338208,-121.886329,1546.82,32.8,68688,3887,DRV069,1061.81,10.02
SHP05705,Mesa,AZ,33.415184,-111.831472,Seattle,WA,47.606209,-122.332071,1090.73,21.85,10346,894,DRV098,772.27,31.18
SHP05706,Sacramento,CA,38.581572,-121.4944,Raleigh,NC,35.779589,-78.638179,2277.1,48.75,67560,3869,DRV088,1548.73,37.62
SHP05707,Colorado Springs,CO,38.833882,-104.821363,Indianapolis,IN,39.768402,-86.158068,1013.01,20.75,6317,1805,DRV182,660,19.81
SHP05708,Virginia Beach,VA,36.852929,-75.977985,Houston,TX,29.760427,-95.369803,1256.22,26.61,57686,2578,DRV134,910.43,36.02
SHP05709,Milwaukee,WI,43.038902,-87.906474,El Paso,TX,31.761857,-106.485022,1264.98,25.91,18826,1454,DRV143,833.06,24.96
SHP05710,Indianapolis,IN,39.768402,-86.158068,Philadelphia,PA,39.952583,-75.165222,560.2,11.86,15631,885,DRV020,366.46,12.98
SHP05711,Las Vegas,NV,36.169941,-115.13983,Orlando,FL,28.538336,-81.379234,2212.57,50.69,69453,3781,DRV168,1503.38,35.42
SHP05712,Fort Worth,TX,32.755489,-97.330766,Omaha,NE,41.256537,-95.997988,622.79,13.07,55400,2309,DRV168,392.4,30.86
SHP05713,Boston,MA,42.360082,-71.05888,Dallas,TX,32.776664,-96.796988,1763.84,39.49,17208,2279,DRV064,1193.45,20.77
SHP05714,Albuquerque,NM,35.084385,-106.650422,Portland,OR,45.515232,-122.678447,1118.89,24.64,50516,1073,DRV092,809.37,4.56
SHP05715,Fort Worth,TX,32.755489,-97.330766,Baltimore,MD,39.290385,-76.612189,1182.97,27.01,56885,3092,DRV167,845.96,8.87
SHP05716,Memphis,TN,35.149534,-90.04898,San Jose,CA,37.338208,-121.886329,2023.47,46.52,27572,759,DRV062,1354.82,23.61
SHP05717,Long Beach,CA,33.77005,-118.193739,Seattle,WA,47.606209,-122.332071,1067.2,25.09,16527,1664,DRV170,676.28,19.73
SHP05718,Jacksonville,FL,30.332184,-81.655651,Long Beach,CA,33.77005,-118.193739,2119.01,44.27,17410,3416,DRV130,1615.78,12.4
SHP05719,Las Vegas,NV,36.169941,-115.13983,Fort Worth,TX,32.755489,-97.330766,1140.32,22.93,27175,707,DRV137,861.07,19.76
SHP05720,Columbus,OH,39.961176,-82.998794,Louisville,KY,38.252665,-85.758456,216.98,5.04,20033,882,DRV044,153.57,36.99
SHP05721,Charlotte,NC,35.227085,-80.843124,Phoenix,AZ,33.448376,-112.074037,1906.45,40.46,62049,2052,DRV017,1454.34,40.74
SHP05722,Miami,FL,25.761681,-80.191788,Chicago,IL,41.878113,-87.629799,1249.98,25.26,8089,1621,DRV139,878.75,25.67
SHP05723,Virginia Beach,VA,36.852929,-75.977985,Atlanta,GA,33.748995,-84.387982,543.29,12.07,66473,2872,DRV011,408.19,35.52
SHP05724,Indianapolis,IN,39.768402,-86.158068,San Antonio,TX,29.424122,-98.493628,1038.96,21.3,34694,3210,DRV186,761.65,16.94
SHP05725,Nashville,TN,36.162664,-86.781601,Washington,DC,38.907192,-77.036871,624.57,13.46,50123,656,DRV020,463.89,7.48
SHP05726,Orlando,FL,28.538336,-81.379234,Columbus,OH,39.961176,-82.998794,755.88,17.4,69861,1665,DRV106,514.53,37.06
SHP05727,Colorado Springs,CO,38.833882,-104.821363,Memphis,TN,35.149534,-90.04898,935.37,20.29,17476,2712,DRV082,715.91,13.19
SHP05728,Colorado Springs,CO,38.833882,-104.821363,Houston,TX,29.760427,-95.369803,874.73,20.27,35788,1135,DRV047,580.77,41.65
SHP05729,Denver,CO,39.739235,-104.990251,Virginia Beach,VA,36.852929,-75.977985,1668.36,37.9,50723,2944,DRV003,1078.19,25.79
SHP05730,Mesa,AZ,33.415184,-111.831472,Colorado Springs,CO,38.833882,-104.821363,616.96,14.25,64538,1341,DRV038,466.22,42.84
SHP05731,Long Beach,CA,33.77005,-118.193739,Los Angeles,CA,34.052235,-118.243683,19.82,0.45,33554,3323,DRV190,14.5,24.88
SHP05732,Jacksonville,FL,30.332184,-81.655651,Orlando,FL,28.538336,-81.379234,139.89,2.86,32537,1956,DRV064,104.97,2.98
SHP05733,Indianapolis,IN,39.768402,-86.158068,Fort Worth,TX,32.755489,-97.330766,812.74,17.66,14839,3265,DRV036,549.22,11.74
SHP05734,Las Vegas,NV,36.169941,-115.13983,Omaha,NE,41.256537,-95.997988,1129.35,25.58,24140,2755,DRV085,751.36,9.08
SHP05735,Los Angeles,CA,34.052235,-118.243683,Nashville,TN,36.162664,-86.781601,1926.87,40.52,28240,3462,DRV077,1228.56,27.15
SHP05736,Chicago,IL,41.878113,-87.629799,Salt Lake City,UT,40.760779,-111.891047,1349.1,30.61,72858,308,DRV138,916.8,14.69
SHP05737,Colorado Springs,CO,38.833882,-104.821363,Denver,CO,39.739235,-104.990251,61.35,1.34,38089,2879,DRV030,41.11,38.54
SHP05738,San Diego,CA,32.715736,-117.161087,Memphis,TN,35.149534,-90.04898,1706.08,38.54,40648,2279,DRV064,1145.48,34.54
SHP05739,Virginia Beach,VA,36.852929,-75.977985,Orlando,FL,28.538336,-81.379234,698.81,15.53,4415,3287,DRV001,468.52,38.96
SHP05740,Colorado Springs,CO,38.833882,-104.821363,Phoenix,AZ,33.448376,-112.074037,583.7,12.39,29330,3017,DRV122,427.69,24.85
SHP05741,Sacramento,CA,38.581572,-121.4944,Boston,MA,42.360082,-71.05888,2526.07,50.73,50862,2865,DRV195,1638.95,15.02
SHP05742,Louisville,KY,38.252665,-85.758456,Washington,DC,38.907192,-77.036871,500.29,11.38,62261,170,DRV172,373.68,25.75
SHP05743,San Antonio,TX,29.424122,-98.493628,Oklahoma City,OK,35.46756,-97.516428,429.31,8.61,33411,1481,DRV092,313.93,9.63
SHP05744,Memphis,TN,35.149534,-90.04898,Oklahoma City,OK,35.46756,-97.516428,451.99,9.22,74312,904,DRV172,329.24,31.16
SHP05745,Columbus,OH,39.961176,-82.998794,Louisville,KY,38.252665,-85.758456,203.88,4.78,35489,2482,DRV108,134.3,16.39
SHP05746,Omaha,NE,41.256537,-95.997988,Charlotte,NC,35.227085,-80.843124,935.39,21.83,25087,2333,DRV143,634.08,21.82
SHP05747,Miami,FL,25.761681,-80.191788,Columbus,OH,39.961176,-82.998794,1039.58,23.56,6718,2599,DRV038,655.18,33.46
SHP05748,Charlotte,NC,35.227085,-80.843124,Raleigh,NC,35.779589,-78.638179,123.79,2.89,34292,477,DRV084,85.34,8.42
SHP05749,San Jose,CA,37.338208,-121.886329,Jacksonville,FL,30.332184,-81.655651,2338.89,48.85,66178,3937,DRV010,1621.71,26.41
SHP05750,Memphis,TN,35.149534,-90.04898,San Diego,CA,32.715736,-117.161087,1711.71,37.02,12409,2706,DRV057,1081.87,15.71
SHP05751,Virginia Beach,VA,36.852929,-75.977985,Philadelphia,PA,39.952583,-75.165222,234.95,4.91,49087,1352,DRV022,157.44,28.29
SHP05752,Phoenix,AZ,33.448376,-112.074037,Sacramento,CA,38.581572,-121.4944,615.36,14.3,65281,3944,DRV186,396.81,41.6
SHP05753,Detroit,MI,42.331429,-83.045753,Houston,TX,29.760427,-95.369803,1050.8,23.74,29519,2909,DRV051,669.29,31.2
SHP05754,Portland,OR,45.515232,-122.678447,Dallas,TX,32.776664,-96.796988,1768.87,40.37,49793,3492,DRV122,1116.29,33.77
SHP05755,Raleigh,NC,35.779589,-78.638179,Kansas City,MO,39.099728,-94.578567,959.33,20.29,27143,2262,DRV158,727.98,15.96
SHP05756,Austin,TX,30.267153,-97.743061,San Francisco,CA,37.774929,-122.419416,1717.52,34.93,13125,2350,DRV017,1252.96,29.74
SHP05757,Milwaukee,WI,43.038902,-87.906474,San Antonio,TX,29.424122,-98.493628,1192,25.86,39229,3396,DRV047,826.36,9.19
SHP05758,Omaha,NE,41.256537,-95.997988,Indianapolis,IN,39.768402,-86.158068,567.79,13.27,39949,3632,DRV061,423.07,31.75
SHP05759,Houston,TX,29.760427,-95.369803,Atlanta,GA,33.748995,-84.387982,716.34,16.81,67860,3919,DRV141,541.45,25.04
SHP05760,Nashville,TN,36.162664,-86.781601,Mesa,AZ,33.415184,-111.831472,1561.9,32.59,38349,2238,DRV158,1198.84,20.79
SHP05761,Baltimore,MD,39.290385,-76.612189,Boston,MA,42.360082,-71.05888,390.32,8.57,14183,134,DRV058,259.74,27.99
SHP05762,Las Vegas,NV,36.169941,-115.13983,Orlando,FL,28.538336,-81.379234,2166.26,48.89,65610,3917,DRV132,1592.75,26.72
SHP05763,Salt Lake City,UT,40.760779,-111.891047,Fort Worth,TX,32.755489,-97.330766,1090.57,23.15,3081,2382,DRV158,725.39,39.3
SHP05764,Denver,CO,39.739235,-104.990251,Washington,DC,38.907192,-77.036871,1504.6,30.17,9596,377,DRV044,1098.5,8.95
SHP05765,Tucson,AZ,32.221743,-110.926479,Oklahoma City,OK,35.46756,-97.516428,914.9,20.47,57626,2520,DRV116,700.34,18.11
SHP05766,Jacksonville,FL,30.332184,-81.655651,Long Beach,CA,33.77005,-118.193739,2052.32,46.55,79588,1144,DRV154,1499.45,44.13
SHP05767,Seattle,WA,47.606209,-122.332071,San Diego,CA,32.715736,-117.161087,1166.83,25.26,62167,3234,DRV036,818.42,2.37
SHP05768,Austin,TX,30.267153,-97.743061,Detroit,MI,42.331429,-83.045753,1122.91,25.85,54612,2665,DRV178,709.43,36.76
SHP05769,Raleigh,NC,35.779589,-78.638179,Los Angeles,CA,34.052235,-118.243683,2320.5,51.76,10875,2377,DRV161,1558.23,46.73
SHP05770,Seattle,WA,47.606209,-122.332071,Fort Worth,TX,32.755489,-97.330766,1696.57,39.56,40056,163,DRV028,1088.74,38.72
SHP05771,Indianapolis,IN,39.768402,-86.158068,Colorado Springs,CO,38.833882,-104.821363,1033.61,23.79,38304,521,DRV198,663.09,40.73
SHP05772,Sacramento,CA,38.581572,-121.4944,Atlanta,GA,33.748995,-84.387982,1980.16,42.21,9578,2691,DRV149,1407.59,31.01
SHP05773,Austin,TX,30.267153,-97.743061,Baltimore,MD,39.290385,-76.612189,1290.87,28.84,69799,495,DRV139,975.36,44.06
SHP05774,Tucson,AZ,32.221743,-110.926479,Jacksonville,FL,30.332184,-81.655651,1720.12,39.15,44642,435,DRV043,1307.72,25.37
SHP05775,Austin,TX,30.267153,-97.743061,El Paso,TX,31.761857,-106.485022,596.32,12.04,4133,898,DRV030,377.14,1.48
SHP05776,Fresno,CA,36.737798,-119.787125,Houston,TX,29.760427,-95.369803,1668.67,37.73,15258,167,DRV135,1114.41,12.21
SHP05777,Oklahoma City,OK,35.46756,-97.516428,Charlotte,NC,35.227085,-80.843124,917.11,20.36,44671,1534,DRV130,653.15,7.64
SHP05778,Orlando,FL,28.538336,-81.379234,Omaha,NE,41.256537,-95.997988,1175.54,27.75,9050,1182,DRV046,880.78,9.33
SHP05779,Sacramento,CA,38.581572,-121.4944,Miami,FL,25.761681,-80.191788,2894.09,59.71,76101,940,DRV020,2067.02,18.45
SHP05780,San Diego,CA,32.715736,-117.161087,San Francisco,CA,37.774929,-122.419416,477.06,9.69,72883,3150,DRV124,311.54,2.88
SHP05781,Detroit,MI,42.331429,-83.045753,El Paso,TX,31.761857,-106.485022,1613.79,36.43,47519,774,DRV010,1190.95,6.52
SHP05782,Charlotte,NC,35.227085,-80.843124,San Francisco,CA,37.774929,-122.419416,2612.97,52.98,75642,1252,DRV129,1759.14,24.23
SHP05783,Austin,TX,30.267153,-97.743061,Fort Worth,TX,32.755489,-97.330766,173.5,3.51,78365,108,DRV177,128.25,29.31
SHP05784,Sacramento,CA,38.581572,-121.4944,Albuquerque,NM,35.084385,-106.650422,961.54,20.61,56855,2457,DRV119,660.48,6.6
SHP05785,Colorado Springs,CO,38.833882,-104.821363,Albuquerque,NM,35.084385,-106.650422,318.84,7.46,24880,3039,DRV156,202.15,13.93
SHP05786,New York,NY,40.712776,-74.005974,Charlotte,NC,35.227085,-80.843124,516.25,11.3,21066,2670,DRV001,392.59,41.14
SHP05787,Las Vegas,NV,36.169941,-115.13983,Louisville,KY,38.252665,-85.758456,1542.07,31.25,44464,3242,DRV141,1027.41,34.84
SHP05788,Miami,FL,25.761681,-80.191788,Salt Lake City,UT,40.760779,-111.891047,2068.9,44.9,51143,2004,DRV070,1524.08,48.14
SHP05789,Milwaukee,WI,43.038902,-87.906474,Phoenix,AZ,33.448376,-112.074037,1580.14,35.23,7035,2595,DRV169,1103.63,39.25
SHP05790,Boston,MA,42.360082,-71.05888,Las Vegas,NV,36.169941,-115.13983,2610.28,53.53,10439,3453,DRV127,1931.6,17.36
SHP05791,Los Angeles,CA,34.052235,-118.243683,Fresno,CA,36.737798,-119.787125,225.88,5.14,74449,160,DRV130,153.97,19.57
SHP05792,Sacramento,CA,38.581572,-121.4944,Omaha,NE,41.256537,-95.997988,1538.65,32.44,48175,166,DRV029,1071.68,1.93
SHP05793,Kansas City,MO,39.099728,-94.578567,Jacksonville,FL,30.332184,-81.655651,931.2,21.55,28947,2945,DRV150,667.27,23.55
SHP05794,San Jose,CA,37.338208,-121.886329,Virginia Beach,VA,36.852929,-75.977985,2540.98,54.65,9413,3353,DRV108,1608.35,7.66
SHP05795,Omaha,NE,41.256537,-95.997988,San Francisco,CA,37.774929,-122.419416,1411.45,28.91,47773,2228,DRV150,896.45,41.41
SHP05796,Colorado Springs,CO,38.833882,-104.821363,Fort Worth,TX,32.755489,-97.330766,668.37,14.65,4827,3609,DRV047,442.63,44.85
SHP05797,Salt Lake City,UT,40.760779,-111.891047,Charlotte,NC,35.227085,-80.843124,1881.78,41.73,26231,3748,DRV115,1317.39,45.2
SHP05798,Long Beach,CA,33.77005,-118.193739,Colorado Springs,CO,38.833882,-104.821363,904.66,18.17,37344,940,DRV076,600.95,18.21
SHP05799,Dallas,TX,32.776664,-96.796988,San Jose,CA,37.338208,-121.886329,1399.78,32.19,35442,2153,DRV019,1025.74,41.9
SHP05800,Tucson,AZ,32.221743,-110.926479,Milwaukee,WI,43.038902,-87.906474,1525.94,34.22,35268,2882,DRV009,1085,0.54
SHP05801,Las Vegas,NV,36.169941,-115.13983,Austin,TX,30.267153,-97.743061,1213.76,24.67,14099,3951,DRV144,884.18,29.42
SHP05802,Miami,FL,25.761681,-80.191788,Raleigh,NC,35.779589,-78.638179,763.92,17.18,58181,2421,DRV115,582.09,10.7
SHP05803,Indianapolis,IN,39.768402,-86.158068,Virginia Beach,VA,36.852929,-75.977985,643.78,15,15758,2510,DRV128,473.81,24.09
SHP05804,New York,NY,40.712776,-74.005974,Portland,OR,45.515232,-122.678447,2483.27,57.22,31876,870,DRV041,1568.5,12.02
SHP05805,Colorado Springs,CO,38.833882,-104.821363,San Francisco,CA,37.774929,-122.419416,1079.38,21.89,14785,2888,DRV030,827.77,45.48
SHP05806,Sacramento,CA,38.581572,-121.4944,Tucson,AZ,32.221743,-110.926479,751.26,17.24,22501,1486,DRV166,504.27,7.98
SHP05807,Orlando,FL,28.538336,-81.379234,El Paso,TX,31.761857,-106.485022,1558.53,36.62,33248,3957,DRV186,1093.27,34.58
SHP05808,Philadelphia,PA,39.952583,-75.165222,Jacksonville,FL,30.332184,-81.655651,745.77,15.19,70849,2849,DRV186,513.31,33.73
SHP05809,Fresno,CA,36.737798,-119.787125,Seattle,WA,47.606209,-122.332071,780.17,17.62,49754,2020,DRV183,497.99,49.36
SHP05810,Sacramento,CA,38.581572,-121.4944,Oklahoma City,OK,35.46756,-97.516428,1303,26.32,59516,1978,DRV113,991.11,21.08
SHP05811,Albuquerque,NM,35.084385,-106.650422,Oklahoma City,OK,35.46756,-97.516428,497.29,11.45,62773,494,DRV056,358.43,40.8
SHP05812,Nashville,TN,36.162664,-86.781601,Los Angeles,CA,34.052235,-118.243683,1900.63,41.67,12505,1384,DRV153,1360.34,20.72
SHP05813,Austin,TX,30.267153,-97.743061,Memphis,TN,35.149534,-90.04898,638.38,12.85,21453,1822,DRV117,452.24,44.88
SHP05814,Louisville,KY,38.252665,-85.758456,Nashville,TN,36.162664,-86.781601,165.22,3.45,63220,203,DRV109,122.05,22.06
SHP05815,Oklahoma City,OK,35.46756,-97.516428,San Antonio,TX,29.424122,-98.493628,408.83,9.43,51591,2805,DRV094,302.33,46.39
SHP05816,Long Beach,CA,33.77005,-118.193739,Colorado Springs,CO,38.833882,-104.821363,827.55,17.13,56102,221,DRV066,552.43,44.98
SHP05817,Houston,TX,29.760427,-95.369803,Miami,FL,25.761681,-80.191788,954.32,21.94,36107,2834,DRV009,720.35,33.39
SHP05818,Boston,MA,42.360082,-71.05888,Mesa,AZ,33.415184,-111.831472,2459.83,53.3,49297,1545,DRV162,1574.75,6.77
SHP05819,Salt Lake City,UT,40.760779,-111.891047,Memphis,TN,35.149534,-90.04898,1386.6,29.78,8588,1721,DRV146,1005.5,9.09
SHP05820,Virginia Beach,VA,36.852929,-75.977985,Chicago,IL,41.878113,-87.629799,723.75,14.92,67245,3169,DRV123,489.99,46.43
SHP05821,Las Vegas,NV,36.169941,-115.13983,Long Beach,CA,33.77005,-118.193739,254.84,5.17,16565,2502,DRV128,193.27,39.15
SHP05822,El Paso,TX,31.761857,-106.485022,Colorado Springs,CO,38.833882,-104.821363,560.26,12.67,77118,1068,DRV110,399.77,9.19
SHP05823,San Francisco,CA,37.774929,-122.419416,Baltimore,MD,39.290385,-76.612189,2478.73,57.6,73367,391,DRV149,1643.43,7.98
SHP05824,Mesa,AZ,33.415184,-111.831472,Memphis,TN,35.149534,-90.04898,1379.91,30.82,2054,721,DRV071,948.03,46.57
SHP05825,Boston,MA,42.360082,-71.05888,Washington,DC,38.907192,-77.036871,430.63,8.7,22837,239,DRV147,282.99,26.48
SHP05826,Fresno,CA,36.737798,-119.787125,Milwaukee,WI,43.038902,-87.906474,1716.46,39.13,59702,1912,DRV137,1306.22,31.97
SHP05827,Austin,TX,30.267153,-97.743061,San Diego,CA,32.715736,-117.161087,1123.59,25.96,3136,3682,DRV198,817.05,42.05
SHP05828,Fresno,CA,36.737798,-119.787125,Oklahoma City,OK,35.46756,-97.516428,1338.52,28.76,57694,3009,DRV126,913.86,44.43
SHP05829,Mesa,AZ,33.415184,-111.831472,Milwaukee,WI,43.038902,-87.906474,1396.58,28.21,40522,3189,DRV078,917.05,29.16
SHP05830,Orlando,FL,28.538336,-81.379234,Long Beach,CA,33.77005,-118.193739,2343.94,51.09,46443,3210,DRV087,1648.11,43.22
SHP05831,Austin,TX,30.267153,-97.743061,Philadelphia,PA,39.952583,-75.165222,1372.41,32.4,46926,1675,DRV083,879.1,45.01
SHP05832,Oklahoma City,OK,35.46756,-97.516428,Austin,TX,30.267153,-97.743061,398.96,8.83,17771,1194,DRV002,274.1,49.38
SHP05833,Nashville,TN,36.162664,-86.781601,Baltimore,MD,39.290385,-76.612189,632.75,13.49,4304,3169,DRV140,435.05,6.39
SHP05834,Jacksonville,FL,30.332184,-81.655651,Nashville,TN,36.162664,-86.781601,538.46,12.57,50876,958,DRV149,379.8,24.96
SHP05835,Salt Lake City,UT,40.760779,-111.891047,Dallas,TX,32.776664,-96.796988,1094.64,22.14,6197,1249,DRV163,820.67,6.74
SHP05836,Las Vegas,NV,36.169941,-115.13983,Fresno,CA,36.737798,-119.787125,293.55,6.14,5425,2409,DRV107,185.22,4.82
SHP05837,Portland,OR,45.515232,-122.678447,El Paso,TX,31.761857,-106.485022,1281.48,28.15,20765,296,DRV050,822.86,30.68
SHP05838,San Antonio,TX,29.424122,-98.493628,Charlotte,NC,35.227085,-80.843124,1186.78,25.28,16708,1300,DRV044,813.34,40.12
SHP05839,Dallas,TX,32.776664,-96.796988,Orlando,FL,28.538336,-81.379234,921.69,19.25,2080,237,DRV181,629,39.64
SHP05840,Miami,FL,25.761681,-80.191788,San Francisco,CA,37.774929,-122.419416,2541.24,51.93,5521,3996,DRV186,1929.68,28.06
SHP05841,Philadelphia,PA,39.952583,-75.165222,Los Angeles,CA,34.052235,-118.243683,2547.34,52.7,49421,1269,DRV135,1618.43,44.4
SHP05842,Miami,FL,25.761681,-80.191788,Philadelphia,PA,39.952583,-75.165222,1062.19,22.16,70825,2186,DRV157,731.37,31.16
SHP05843,Phoenix,AZ,33.448376,-112.074037,Milwaukee,WI,43.038902,-87.906474,1594.58,36.98,50645,1783,DRV157,1206.87,27.96
SHP05844,Nashville,TN,36.162664,-86.781601,Milwaukee,WI,43.038902,-87.906474,465.7,10.32,75910,3092,DRV065,334.87,25.44
SHP05845,San Diego,CA,32.715736,-117.161087,Austin,TX,30.267153,-97.743061,1173.18,25.82,44925,260,DRV189,889.84,20.27
SHP05846,Louisville,KY,38.252665,-85.758456,Long Beach,CA,33.77005,-118.193739,1989.65,41.16,45655,756,DRV098,1422.94,25.31
SHP05847,San Diego,CA,32.715736,-117.161087,Boston,MA,42.360082,-71.05888,2567.63,57.08,28559,536,DRV133,1807.47,47.08
SHP05848,Fort Worth,TX,32.755489,-97.330766,Los Angeles,CA,34.052235,-118.243683,1195.39,26.91,9784,3216,DRV192,832.34,17.26
SHP05849,Memphis,TN,35.149534,-90.04898,Mesa,AZ,33.415184,-111.831472,1313.83,27.01,21453,1086,DRV155,878.44,19.99
SHP05850,San Francisco,CA,37.774929,-122.419416,Omaha,NE,41.256537,-95.997988,1499.64,32.61,46327,3026,DRV167,1073.04,10.8
SHP05851,Denver,CO,39.739235,-104.990251,Mesa,AZ,33.415184,-111.831472,608.15,13.18,36124,2442,DRV024,430.58,4.53
SHP05852,Memphis,TN,35.149534,-90.04898,Boston,MA,42.360082,-71.05888,1243.7,28.26,50673,2301,DRV143,814.17,9.4
SHP05853,Louisville,KY,38.252665,-85.758456,Mesa,AZ,33.415184,-111.831472,1687.68,38.29,55984,3416,DRV072,1198.63,24.18
SHP05854,Philadelphia,PA,39.952583,-75.165222,Memphis,TN,35.149534,-90.04898,979.7,21.43,48803,2499,DRV169,649.81,37.3
SHP05855,Columbus,OH,39.961176,-82.998794,Orlando,FL,28.538336,-81.379234,885.82,20.23,27479,1358,DRV169,575.2,14.14
SHP05856,Orlando,FL,28.538336,-81.379234,Los Angeles,CA,34.052235,-118.243683,2090.25,42.97,76055,3244,DRV152,1583.77,15.38
SHP05857,Kansas City,MO,39.099728,-94.578567,Virginia Beach,VA,36.852929,-75.977985,1008.25,20.84,13930,3856,DRV013,685.55,26.84
SHP05858,Milwaukee,WI,43.038902,-87.906474,Orlando,FL,28.538336,-81.379234,1130.19,23.99,70086,375,DRV025,722.35,3.3
SHP05859,Oklahoma City,OK,35.46756,-97.516428,Louisville,KY,38.252665,-85.758456,746.03,17.38,33628,3350,DRV141,476.67,29.94
SHP05860,El Paso,TX,31.761857,-106.485022,Oklahoma City,OK,35.46756,-97.516428,607.42,12.64,22044,3142,DRV094,423.76,35.87
SHP05861,Detroit,MI,42.331429,-83.045753,Milwaukee,WI,43.038902,-87.906474,261.52,5.66,78482,2138,DRV138,175.64,21.49
SHP05862,Louisville,KY,38.252665,-85.758456,Fresno,CA,36.737798,-119.787125,1795.07,36.78,7154,3264,DRV013,1357.21,15.09
SHP05863,Nashville,TN,36.162664,-86.781601,New York,NY,40.712776,-74.005974,821.95,18.42,21651,995,DRV187,625.48,4.37
SHP05864,Salt Lake City,UT,40.760779,-111.891047,Oklahoma City,OK,35.46756,-97.516428,922.83,21.65,7157,2119,DRV083,696.79,27.56
SHP05865,Columbus,OH,39.961176,-82.998794,Denver,CO,39.739235,-104.990251,1194.92,27.2,52847,2186,DRV048,912.5,32.78
SHP05866,Fresno,CA,36.737798,-119.787125,Miami,FL,25.761681,-80.191788,2608.1,56.2,35612,2271,DRV022,1766.14,32.49
SHP05867,El Paso,TX,31.761857,-106.485022,Houston,TX,29.760427,-95.369803,666.63,14.1,43154,3240,DRV024,450.55,3.99
SHP05868,Denver,CO,39.739235,-104.990251,Milwaukee,WI,43.038902,-87.906474,980.26,22.22,58595,2463,DRV087,752.45,7.06
SHP05869,Kansas City,MO,39.099728,-94.578567,Portland,OR,45.515232,-122.678447,1564.87,35.31,8940,3830,DRV122,1152.05,42.94
